country,indicator,date,value,unit
united-states,leading-economic-index,2001-07-01,84.3,points
united-states,leading-economic-index,2001-08-01,84.1,points
united-states,leading-economic-index,2001-09-01,82.6,points
united-states,leading-economic-index,2001-10-01,82.0,points
united-states,leading-economic-index,2001-11-01,82.4,points
united-states,leading-economic-index,2001-12-01,82.7,points
united-states,leading-economic-index,2002-01-01,82.7,points
united-states,leading-economic-index,2002-02-01,83.4,points
united-states,leading-economic-index,2002-03-01,83.8,points
united-states,leading-economic-index,2002-04-01,84.6,points
united-states,leading-economic-index,2002-05-01,85.2,points
united-states,leading-economic-index,2002-06-01,85.3,points
united-states,leading-economic-index,2002-07-01,84.9,points
united-states,leading-economic-index,2002-08-01,85.1,points
united-states,leading-economic-index,2002-09-01,84.8,points
united-states,leading-economic-index,2002-10-01,84.7,points
united-states,leading-economic-index,2002-11-01,85.1,points
united-states,leading-economic-index,2002-12-01,85.1,points
united-states,leading-economic-index,2003-01-01,85.2,points
united-states,leading-economic-index,2003-02-01,85.0,points
united-states,leading-economic-index,2003-03-01,84.9,points
united-states,leading-economic-index,2003-04-01,84.7,points
united-states,leading-economic-index,2003-05-01,85.6,points
united-states,leading-economic-index,2003-06-01,86.3,points
united-states,leading-economic-index,2003-07-01,86.6,points
united-states,leading-economic-index,2003-08-01,87.2,points
united-states,leading-economic-index,2003-09-01,88.1,points
united-states,leading-economic-index,2003-10-01,89.0,points
united-states,leading-economic-index,2003-11-01,90.0,points
united-states,leading-economic-index,2003-12-01,90.9,points
united-states,leading-economic-index,2004-01-01,91.9,points
united-states,leading-economic-index,2004-02-01,92.7,points
united-states,leading-economic-index,2004-03-01,94.0,points
united-states,leading-economic-index,2004-04-01,94.2,points
united-states,leading-economic-index,2004-05-01,95.1,points
united-states,leading-economic-index,2004-06-01,95.6,points
united-states,leading-economic-index,2004-07-01,96.3,points
united-states,leading-economic-index,2004-08-01,96.8,points
united-states,leading-economic-index,2004-09-01,97.6,points
united-states,leading-economic-index,2004-10-01,97.9,points
united-states,leading-economic-index,2004-11-01,98.7,points
united-states,leading-economic-index,2004-12-01,99.7,points
united-states,leading-economic-index,2005-01-01,100.3,points
united-states,leading-economic-index,2005-02-01,100.8,points
united-states,leading-economic-index,2005-03-01,100.6,points
united-states,leading-economic-index,2005-04-01,101.1,points
united-states,leading-economic-index,2005-05-01,101.0,points
