mae,rmse,mape,r2,company,split,model
0.2796854126852174,0.3418838028260508,0.0160224080102193,-0.6429289136793264,Alphabet Inc.,0,XGBoost
0.2081868153311177,0.2330006078694369,0.0119669736349797,-0.1189052610784606,Alphabet Inc.,0,XGBoost
0.3733101611750271,0.3823114919389019,0.0214472261788764,-6.375962700269928,Alphabet Inc.,0,XGBoost
0.1028635145780391,0.1207113765583691,0.0058983234912681,0.4608038620997493,Alphabet Inc.,0,XGBoost
0.1334744051924076,0.1727177668684689,0.0077115558376848,0.137421148738411,Alphabet Inc.,0,XGBoost
0.1683944739957915,0.1892537226705482,0.0095860120435796,0.1954858143607194,Alphabet Inc.,0,XGBoost
0.4990219517201211,0.6098576626357237,0.0281057389132974,-6.480417712701304,Alphabet Inc.,0,XGBoost
0.6475652173675165,0.7055485773270813,0.0362367652814191,-12.595116751372782,Alphabet Inc.,0,XGBoost
0.1970586067661507,0.2275031789075396,0.0109558220839778,-0.2755741426714249,Alphabet Inc.,0,XGBoost
0.4565101550777356,0.5036999054068031,0.0252229308029778,-4.651140295501188,Alphabet Inc.,0,XGBoost
0.4011581899327552,0.4292728855394637,0.021916996926676,-1.8571571920642789,Alphabet Inc.,0,XGBoost
0.4470061793524884,0.4929282669178696,0.0241930503054796,-3.165151472961039,Alphabet Inc.,0,XGBoost
0.300767877709957,0.3388764675742134,0.0161522801093796,-0.9007756269130254,Alphabet Inc.,0,XGBoost
0.5974143848571657,0.6387724568780846,0.0319239487691215,-9.89358852162715,Alphabet Inc.,0,XGBoost
0.5533711829267475,0.5660526859864752,0.0295041076223407,-60.33530691280729,Alphabet Inc.,0,XGBoost
0.1857137902109379,0.1989828160106642,0.0098896008519556,-2.8878791307476575,Alphabet Inc.,0,XGBoost
0.0950029726751438,0.1219673339264599,0.0050421492319005,-2.0583944377320456,Alphabet Inc.,0,XGBoost
0.1101209335372352,0.1275270028976149,0.0058204521019427,-1.6678373471208183,Alphabet Inc.,0,XGBoost
0.1092121202255775,0.1555170608722708,0.0057741499597432,-0.729516320248127,Alphabet Inc.,0,XGBoost
0.1320759219753782,0.1431183636278794,0.0069348672169404,-0.8937561027664618,Alphabet Inc.,0,XGBoost
0.1297441996830805,0.1430134812960387,0.006826463434807,-0.5012372161195309,Alphabet Inc.,0,XGBoost
0.2299158038395454,0.2889520906244383,0.0120661039532803,-0.7236439033078852,Alphabet Inc.,0,XGBoost
0.2333798311190385,0.2692094407209027,0.0124827385871584,-0.0347476152664376,Alphabet Inc.,0,XGBoost
0.3824295486371056,0.4400511275415856,0.0205126839831997,-2.921844516579319,Alphabet Inc.,0,XGBoost
0.3888880622594385,0.4341796973203567,0.0209085828236908,-9.01445014689749,Alphabet Inc.,0,XGBoost
0.1016416460073117,0.130661373800258,0.0054774860386615,-1.3070803518068943,Alphabet Inc.,0,XGBoost
0.1016131244982055,0.1411237616303797,0.0054536235452505,-1.7569097586805826,Alphabet Inc.,0,XGBoost
0.1579734504969536,0.1789008993802573,0.0084687007707481,-0.8738601755892963,Alphabet Inc.,0,XGBoost
0.3784108649114067,0.6110436109818957,0.0214254242482008,-0.3393344280777159,Alphabet Inc.,0,XGBoost
0.5953514773380413,0.7388251716025339,0.0339355302892453,-0.0108118050188752,Alphabet Inc.,0,XGBoost
0.9055109727154717,1.0580166191980842,0.052589251945887,-0.7029330000172551,Alphabet Inc.,0,XGBoost
