horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage,selection
3,tcn,isotonic,0.08,0.35741276387577114,0.5589473353492258,0.26996566460848126,0.1292378194634415,0.3047466535271413,0.24214184236485756,0.06714595769852148,0.07667519282045887,0.6075790082607853,0.3822463768115942,0.7324142156862745,0.06795426328647523,0.07899293377552365,0.10424816313583374,0.15419847432100534,best_f1
3,tcn,platt,0.0,0.34993578291618127,0.5828333855090347,0.25904660700377174,0.06591892955529319,0.2626865671641791,0.13869188337273444,0.04068423485899214,0.040949278734295026,0.6285714285714286,0.85,0.5916666666666667,0.028239202657807307,0.04589528118939884,0.029122392758756395,0.10271546635183,best_f1
3,tcn,raw,0.18,0.3611869458349696,0.34533027417720874,0.2281537430966187,0.6589666946271928,0.202715795735486,0.12734577337320135,0.3329925010323003,0.28704032336576024,0.5032086938441566,0.5343904795091632,0.49136185086280765,0.27892897277388345,0.2708037853888448,0.6323578031450137,0.6855231138294623,best_f1
3,tcn,temperature,0.2,0.36114495960732723,0.3827111074035901,0.23324115896709022,0.5738202652952754,0.21005737073534483,0.13030529057652132,0.29218140772554396,0.2500823714511705,0.5129504601357112,0.5304820132879834,0.4346896344485807,0.24380849158338042,0.23716751500711872,0.5647681100963243,0.5828193049254284,best_f1
4,ensemble,isotonic,0.0,0.35400194834105125,0.5637368526451904,0.27862678274488567,0.08528247092510415,0.2646693468275306,0.16791177607344082,0.050893538575053285,0.07282170516644551,0.5353586049441033,0.26136363636363635,0.5858618563058896,0.014903639903639906,0.10147138327984954,0.022825659189295553,0.1478503916977046,best_f1
4,ensemble,platt,0.0,0.3358738550875616,0.5881638363198229,0.24945183588183967,0.004137931034482759,0.23809523809523808,0.12820512820512822,0.0022820629849383844,0.004035512510088781,0.45454545454545453,,0.45454545454545453,0.0,0.006934812760055478,0.0,0.008287292817679558,best_f1
4,ensemble,raw,0.02,0.391770505986666,0.4105315089850237,0.31199471558652964,0.513800080790223,0.2223745841035818,0.18730787314525918,0.28068341814118397,0.31686151118946226,0.5150486077650717,0.49828813047417697,0.506030126467712,0.2350663663933541,0.3548578067003954,0.3823655192540717,0.6453982573824011,best_f1
4,ensemble,temperature,0.04,0.39179599628410017,0.4452379767079711,0.3190331512878047,0.43043772542894937,0.2278046021231208,0.1876250042470607,0.24112790986129082,0.2858825494890373,0.5216574396870306,0.5267763846842215,0.5004619889635482,0.22337978651339263,0.31089199880463436,0.3181322019255043,0.5428900093091069,best_f1
4,stacked,meta,0.0,0.35633392909962947,0.5483430342797464,0.27835375782315086,0.1282760612923526,0.21512072350153755,0.13748438569401103,0.08149672566241703,0.09743839417033842,0.520522350278448,0.6269240019240019,0.5276108623429149,0.0899214921338606,0.10047753697882178,0.09680850984519662,0.1597474009349042,best_f1
4,tcn,isotonic,0.0,0.35597565002558745,0.5266837400630933,0.2778901614354442,0.17073044713086213,0.2031563142803993,0.1219530856778757,0.08203801434199519,0.10698464261632833,0.4744960663923403,0.5741414141414142,0.5224098394830102,0.08835377086687513,0.11703091560722453,0.1130433428400005,0.22846967869077042,best_f1
