horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage
1,tcn,raw,0.16,0.3663483942016229,0.3125611462297683,0.22695878275516623,0.7527021130382451,0.17471726990020198,0.12287400365369726,0.40904534302452467,0.343314729473789,0.5267011378078579,0.5056725153427598,0.5333328131246295,0.31252545047857966,0.35701200260554394,0.6762702161176649,0.829224961110931
1,tcn,raw,0.18,0.3664615950189821,0.31485023232539094,0.22753694192914029,0.7475336265858479,0.1748308945957275,0.12267108672494906,0.4063216281948229,0.3413355493266347,0.528068122156825,0.5110463186958248,0.5315388847792964,0.3132168149875069,0.3515177946226289,0.6702837854869487,0.8248787539141887
1,tcn,raw,0.2,0.36733266738350984,0.31773208891348803,0.22910213177535238,0.7429948955398683,0.17509661569505855,0.12287703547448905,0.40423455025248867,0.3402160601570002,0.5272814940975341,0.5104285400275553,0.5312000271314686,0.31263280779972613,0.3502571420232637,0.6657882953392508,0.8202967714733721
1,tcn,temperature,0.0,0.3592239118337255,0.28323272547197936,0.21301239409331246,0.8036293200380439,0.17191884568979873,0.12287267754531964,0.43248296584629126,0.35906111026612714,0.5217960300995792,0.5111286140035641,0.5248864050924934,0.3308409852102509,0.37152177743463394,0.7341546022849259,0.8731684461539474
1,tcn,temperature,0.02,0.36179461039909316,0.2955071405118783,0.21841646953623597,0.7811258318992369,0.17225090322975062,0.12192768849299841,0.4207862171900441,0.3505555911511444,0.52200763611102,0.5046561206472776,0.5282303385541413,0.3214112118709015,0.3631451163149474,0.7086068014476717,0.8537239059106818
1,tcn,temperature,0.04,0.36442771880567004,0.30651904568576016,0.22364005789687808,0.7618203868630736,0.17320194787856363,0.12212476505396345,0.4120875878113633,0.3449027391463319,0.5241637564116556,0.5061385077723063,0.5287490976110931,0.3158729992862512,0.35649702702947766,0.6863629516668033,0.8373649839549888
1,tcn,temperature,0.06,0.36682452692253426,0.31674441100728884,0.22844427168802053,0.7437452692220523,0.1749672289487017,0.12292861264836645,0.40423455025248867,0.3404107901283519,0.5284412241895525,0.510359528140783,0.5333357651476053,0.3126241788500259,0.35072010498622663,0.6682349936465529,0.8193486477434924
1,tcn,temperature,0.08,0.3686470499105084,0.32629304518082886,0.23240911973231174,0.7258309197262606,0.1753342855084567,0.12283374016619397,0.3955441294819016,0.3347855947628457,0.5297490929054091,0.5121200763004549,0.5342794938715479,0.30893362012620074,0.3425214881323196,0.6483729073434671,0.803389603071361
1,tcn,temperature,0.1,0.3712224784191287,0.338208557585819,0.2376821992677572,0.7043308783884908,0.17718768908207475,0.12307806227511842,0.3858406748791996,0.3289644656330494,0.5341704830609236,0.5130483367845324,0.5392073819786527,0.30233612097716883,0.33653222851995607,0.6222097268521051,0.786564602481378
1,tcn,temperature,0.12,0.3744990621498493,0.3511557155634276,0.2441522221440617,0.6818794353342678,0.1801584492973291,0.1261079695590748,0.37459224543042513,0.3235437920513167,0.5366253254798117,0.5198724818589525,0.5393276725358265,0.29538154956290413,0.3310224829986349,0.5954908753127734,0.7683924725054735
1,tcn,temperature,0.14,0.37318016197780396,0.3597229500410384,0.243243888952893,0.6599671319011567,0.17640556898588716,0.11836901446106769,0.3573892994589049,0.30868823769668113,0.5319388393562987,0.5077750052094736,0.5371625238539547,0.28278468033052145,0.3125220672479298,0.5742658787072551,0.7457950315036342
1,tcn,temperature,0.16,0.37469516418846066,0.3693799261737111,0.24645063098376027,0.6418147066273604,0.17619475237936985,0.11815841502156914,0.34708017009068015,0.30136914132179576,0.5290338771421527,0.5000588032344124,0.5358544049714332,0.27185809640964936,0.309388185631552,0.5517887687997202,0.7319743530167153
1,tcn,temperature,0.18,0.37548630558540097,0.37894166410063557,0.24867587539171598,0.6221964489423016,0.1761846315148467,0.11693938623489074,0.33549516683791697,0.2926421381789872,0.5271315990340838,0.49444339566401047,0.5372515625150286,0.2610684038989618,0.3033234271156641,0.5318301737881848,0.7127024446266772
1,tcn,temperature,0.2,0.3780226278831079,0.38884248956753825,0.2532412925270505,0.6059455752263619,0.17917931358831377,0.11912743998282795,0.3281518432915706,0.2891987240451269,0.5286249986854207,0.4902624042258211,0.5415997302542239,0.2554476253951488,0.3008431953933551,0.516931645152604,0.6950953750940939
2,ensemble,isotonic,0.0,0.3522146960036584,0.6144053578320479,0.2605636451377073,0.011135474078781593,0.2015533486121721,0.15826118326118327,0.005624595686452164,0.010915520439329963,0.4962962962962963,0.8333333333333334,0.19999999999999998,0.015938913810290622,0.006036217303822937,0.01271269695280738,0.009548907111508406
2,ensemble,isotonic,0.02,0.35185695574908393,0.6148010839895469,0.2599660891193953,0.009750432527535057,0.19567099567099566,0.1542929292929293,0.00508955020758646,0.009956835807175943,0.4888888888888889,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.007570276324013351
2,ensemble,isotonic,0.04,0.35185695574908393,0.6148010839895469,0.2599660891193953,0.009750432527535057,0.19567099567099566,0.1542929292929293,0.00508955020758646,0.009956835807175943,0.4888888888888889,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.007570276324013351
2,ensemble,isotonic,0.06,0.35185695574908393,0.6148010839895469,0.2599660891193953,0.009750432527535057,0.19567099567099566,0.1542929292929293,0.00508955020758646,0.009956835807175943,0.4888888888888889,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.007570276324013351
2,ensemble,isotonic,0.08,0.35185695574908393,0.6148010839895469,0.2599660891193953,0.009750432527535057,0.19567099567099566,0.1542929292929293,0.00508955020758646,0.009956835807175943,0.4888888888888889,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.007570276324013351
2,ensemble,isotonic,0.1,0.3518048063520845,0.6148010839895469,0.25993464716627146,0.00955256944878555,0.19937469937469934,0.15826118326118327,0.00508955020758646,0.009956835807175943,0.5055555555555555,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.00717455016651434
2,ensemble,isotonic,0.12,0.3518048063520845,0.6148010839895469,0.25993464716627146,0.00955256944878555,0.19937469937469934,0.15826118326118327,0.00508955020758646,0.009956835807175943,0.5055555555555555,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.00717455016651434
2,ensemble,isotonic,0.14,0.3518048063520845,0.6148010839895469,0.25993464716627146,0.00955256944878555,0.19937469937469934,0.15826118326118327,0.00508955020758646,0.009956835807175943,0.5055555555555555,0.8333333333333334,0.19999999999999998,0.0139827322766443,0.006036217303822937,0.01192124463780936,0.00717455016651434
